Alloy,Finish,Length_m,Weight_kg_per_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Iron,Plasma sprayed,32.6,1.697,Fönsterbleck,0.142,high,138710,3.69,medium,3,2.28,2025-05-27
Nickel,Electroplated,38.4,1.422,Distansprofil,0.096,low,157455,3.73,micro,6,1.95,2025-08-28
Lead,Plasma sprayed,21.7,1.449,H-profil,0.099,medium,55835,3.37,micro,11,3.75,2025-03-30
Copper,Powder coated,30.9,1.413,Innerbåge,0.061,medium,107836,3.08,large,6,2.83,2025-04-05
Lead,Blackening,20.3,1.018,Clipsprofil,0.102,low,107339,3.88,small,11,2.84,2025-11-11
Steel,Blackening,28.8,1.218,Glasningslist,0.179,high,153940,3.04,micro,2,2.01,2025-10-20
Nickel,Phosphated,26.5,1.521,Ändprofil,0.085,high,113329,3.36,medium,2,2.73,2025-01-25
Copper,Blackening,38.2,0.93,Glashållare,0.154,low,36355,3.19,micro,10,4.09,2025-09-29
Tin,Phosphated,29.8,1.09,Stödprofil,0.144,low,70470,3.91,medium,3,3.49,2025-06-15
Titanium,Polished,23.8,1.089,Skruvkanal,0.18,high,157631,3.24,large,8,1.95,2025-09-07
Titanium,Hot-dip galvanized,18.4,1.231,Hörnvinkel,0.07,medium,130244,3.16,small,11,2.43,2025-03-28
Copper,Anodized,19.2,1.73,Karmlist,0.197,low,139885,3.65,micro,5,2.26,2025-05-22
Lead,Blackening,20.9,0.899,Distansprofil,0.137,high,132276,3.51,small,8,2.39,2025-05-14
Nickel,Brushed,21.5,1.31,H-profil,0.199,high,60551,2.72,micro,9,3.66,2025-10-06
Titanium,Chrome plated,35.4,1.001,Fönsterbleck,0.187,medium,36832,3.36,medium,6,4.08,2025-05-06
Nickel,Polished,28.7,1.721,Mittpost,0.083,medium,37224,3.72,small,2,4.08,2025-11-12
Titanium,Blackening,27.8,0.94,Baslister,0.058,medium,80337,4.13,micro,5,3.31,2025-05-21
Steel,Hot-dip galvanized,18.4,1.205,Skarvprofil,0.088,medium,110382,3.55,large,11,2.78,2025-12-22
Lead,Phosphated,35.6,1.509,Vinkellist,0.129,medium,124415,3.14,medium,4,2.53,2025-04-13
Steel,Electroplated,32.5,1.479,Innerbåge,0.076,low,103921,2.91,small,11,2.9,2025-08-14
Titanium,Chrome plated,17.3,1.222,Ramlist,0.075,high,110226,3.94,micro,6,2.78,2025-03-04
Tin,Hot-dip galvanized,32.1,1.153,Ytterram,0.119,low,111116,3.85,small,11,2.77,2025-10-21
Tin,Hot-dip galvanized,28.3,1.199,Kantprofil,0.055,low,121954,2.92,micro,11,2.58,2025-11-02
Steel,Blackening,17.6,1.078,Glasningslist,0.068,low,102700,2.87,medium,7,2.92,2025-09-11
Tin,Polished,26.3,1.024,Kilspår,0.112,low,139920,3.69,large,3,2.26,2025-06-29
Titanium,Chrome plated,26.9,1.277,Z-profil,0.059,low,131825,3.05,medium,8,2.4,2025-02-09
Copper,Wet painted,19.6,1.082,Kilspår,0.11,medium,133464,3.04,small,4,2.37,2025-09-21
Steel,Anodized,37.6,1.099,Kantprofil,0.121,medium,124685,2.79,small,2,2.53,2025-07-08
Aluminium,Wet painted,35.4,1.435,Doldbeslag,0.118,high,125402,2.97,micro,11,2.52,2025-01-08
Lead,Chrome plated,31.2,1.719,T-profil,0.18,low,43002,3.23,medium,4,3.97,2025-04-14
Tin,Wet painted,26.4,1.387,Z-profil,0.13,high,139032,3.72,micro,10,2.28,2025-08-13
Tin,Blackening,25.3,0.907,H-profil,0.12,medium,47685,3.08,medium,11,3.89,2025-02-03
Iron,Powder coated,30.8,0.906,Doldbeslag,0.112,medium,41636,3.07,small,12,4.0,2025-08-24
Zinc,Phosphated,28.3,1.704,Bottenlist,0.173,medium,97721,3.0,micro,12,3.01,2025-08-16
Steel,Powder coated,17.2,1.108,J-profil,0.184,low,63525,3.31,micro,7,3.61,2025-07-07
Brass,Plasma sprayed,27.6,0.921,Täckprofil,0.178,low,68321,2.84,medium,12,3.53,2025-11-09
Tin,Wet painted,34.4,1.383,Sidoprofil,0.151,medium,36082,3.32,large,7,4.1,2025-01-22
Lead,Plasma sprayed,26.4,1.405,Ändprofil,0.071,high,121177,3.67,medium,5,2.59,2025-12-09
Aluminium,Electroplated,16.9,1.428,Ramlist,0.092,high,147754,2.6,large,9,2.12,2025-02-09
Tin,Brushed,33.9,1.081,Skruvkanal,0.057,medium,149669,2.57,medium,6,2.09,2025-06-22
Aluminium,Electroplated,20.4,0.851,J-profil,0.19,high,121930,2.67,small,8,2.58,2025-06-28
Titanium,Chrome plated,21.7,1.716,Ventilationslister,0.149,medium,81411,3.4,micro,10,3.29,2025-03-27
Titanium,Hot-dip galvanized,19.5,1.066,Skenprofil,0.162,high,121702,3.91,medium,6,2.58,2025-05-13
Zinc,Phosphated,23.4,1.453,Doldbeslag,0.097,medium,152074,2.56,small,12,2.04,2025-12-17
Copper,Wet painted,33.2,1.481,Bottenlist,0.177,high,154952,4.04,medium,6,1.99,2025-01-13
Brass,Polished,27.7,1.393,Sidoprofil,0.089,low,116885,2.72,micro,5,2.67,2025-01-28
Iron,Brushed,20.5,1.122,Stödprofil,0.05,medium,75019,3.89,medium,7,3.41,2025-03-25
Zinc,Anodized,36.0,1.084,Clipsprofil,0.106,medium,128828,3.32,large,3,2.46,2025-11-14
Nickel,Anodized,36.1,1.382,Skenprofil,0.136,high,81337,3.6,micro,4,3.3,2025-12-15
Iron,Anodized,35.9,1.626,Kantskydd,0.122,medium,112403,3.36,large,2,2.75,2025-12-09
Steel,Wet painted,21.3,1.699,Kilspår,0.179,medium,142287,3.31,small,3,2.22,2025-10-07
Lead,Anodized,26.2,0.934,Distansprofil,0.066,medium,157995,3.88,small,3,1.94,2025-12-20
Nickel,Blackening,38.5,0.978,L-profil,0.133,low,35813,3.75,medium,9,4.1,2025-09-20
Nickel,Powder coated,33.6,1.698,Spröjsprofil,0.127,low,147483,3.32,large,9,2.13,2025-06-15
Zinc,Brushed,16.4,1.508,Korsprofil,0.092,high,45635,2.73,large,3,3.93,2025-10-20
Copper,Powder coated,17.2,1.641,Avvattningsprofil,0.173,low,76440,2.73,micro,7,3.38,2025-03-09
Zinc,Hot-dip galvanized,26.5,1.022,Hörnvinkel,0.163,high,136426,3.82,large,6,2.32,2025-08-14
Steel,Brushed,36.8,1.372,Fönsterbåge,0.16,low,112673,3.39,large,4,2.74,2025-06-19
Tin,Powder coated,28.2,1.476,Hakprofilslist,0.181,high,109958,3.32,micro,6,2.79,2025-03-27
Tin,Brushed,27.2,1.457,Skenprofil,0.158,low,67140,3.63,micro,6,3.55,2025-05-13
Copper,Hot-dip galvanized,18.2,1.209,Rörprofil,0.085,low,63307,3.92,large,6,3.61,2025-06-27
Steel,Plasma sprayed,30.9,0.851,Skruvkanal,0.156,high,89247,3.55,medium,4,3.16,2025-12-09
Copper,Blackening,34.8,1.368,Doldbeslag,0.096,medium,139133,3.76,micro,4,2.27,2025-09-09
Aluminium,Wet painted,24.5,1.068,Isolerprofil,0.086,medium,150937,3.77,micro,5,2.06,2025-01-15
Tin,Wet painted,33.7,1.247,Fönsterbåge,0.061,low,153021,3.12,large,8,2.03,2025-08-11
Nickel,Anodized,38.0,1.709,L-profil,0.162,high,125520,2.99,large,3,2.51,2025-07-20
Brass,Blackening,20.4,1.201,Baslister,0.157,medium,58693,3.82,micro,11,3.7,2025-04-17
Lead,Electroplated,27.8,1.602,Foglist,0.085,high,89780,3.15,large,5,3.15,2025-09-07
Steel,Anodized,22.4,1.009,Clipsprofil,0.162,medium,149543,3.99,micro,5,2.09,2025-03-30
Iron,Chrome plated,34.1,1.45,Kantprofil,0.188,high,120590,2.66,medium,2,2.6,2025-05-05
Copper,Blackening,29.1,1.727,Hakprofilslist,0.066,low,118635,2.64,medium,11,2.64,2025-04-23
Lead,Powder coated,30.4,0.93,Isolerprofil,0.085,high,136563,4.02,micro,9,2.32,2025-05-17
Iron,Brushed,34.2,0.845,Baslister,0.163,medium,41407,3.58,micro,2,4.0,2025-09-04
Lead,Electroplated,24.9,1.232,H-profil,0.091,low,160481,3.15,small,9,1.9,2025-06-15
Brass,Blackening,36.9,0.922,Kantskydd,0.144,high,38293,3.75,small,8,4.06,2025-05-30
Iron,Hot-dip galvanized,28.1,1.519,Avvattningsprofil,0.062,medium,128641,3.62,large,10,2.46,2025-12-29
Zinc,Chrome plated,19.4,1.67,Ramlist,0.118,low,125950,3.39,large,9,2.51,2025-12-09
Titanium,Hot-dip galvanized,31.8,1.233,Glasningslist,0.161,high,135625,2.71,micro,6,2.34,2025-03-09
Zinc,Wet painted,34.1,1.073,H-profil,0.153,medium,157280,3.84,micro,9,1.95,2025-08-09
Tin,Wet painted,23.1,1.233,Ventilationslister,0.172,high,149895,3.93,small,12,2.08,2025-09-28
Titanium,Anodized,35.6,1.496,Vinkellist,0.182,high,84366,2.82,small,11,3.24,2025-11-17
Zinc,Powder coated,36.7,0.845,Spröjsprofil,0.166,low,144150,3.9,micro,4,2.18,2025-11-06
Titanium,Electroplated,22.1,1.374,Pärlspont,0.151,low,75242,3.95,medium,11,3.4,2025-12-15
Titanium,Phosphated,38.5,1.396,Baslister,0.055,medium,48438,3.42,medium,8,3.88,2025-01-20
Nickel,Chrome plated,19.0,1.418,Innerbåge,0.13,low,150858,3.59,large,5,2.07,2025-10-16
Copper,Chrome plated,20.4,1.058,Täckprofil,0.056,medium,159708,3.16,micro,6,1.91,2025-04-10
Copper,Blackening,20.0,1.488,Kantskydd,0.171,high,76827,3.0,micro,10,3.38,2025-09-09
Nickel,Anodized,36.4,0.92,Tätningslist,0.098,high,41490,3.7,large,8,4.0,2025-03-18
Lead,Wet painted,30.9,1.019,Skruvkanal,0.134,medium,124559,3.92,small,5,2.53,2025-05-15
Aluminium,Anodized,19.2,1.636,Glashållare,0.092,high,152073,3.59,small,7,2.04,2025-06-22
Lead,Brushed,25.9,1.51,H-profil,0.167,low,110722,3.36,medium,11,2.78,2025-12-29
Iron,Blackening,30.0,0.85,Kantprofil,0.183,high,87998,2.8,micro,12,3.18,2025-07-20
Iron,Blackening,17.7,1.063,Kantprofil,0.11,low,114615,2.63,small,8,2.71,2025-08-05
Titanium,Electroplated,36.1,1.033,Glashållare,0.179,medium,126010,3.26,medium,11,2.51,2025-07-27
Zinc,Powder coated,34.3,1.084,Dekorlist,0.09,medium,61386,2.63,medium,10,3.65,2025-03-15
Zinc,Plasma sprayed,27.4,1.063,Hakprofil,0.13,high,49622,3.46,medium,5,3.86,2025-01-11
Copper,Polished,38.1,0.894,Fönsterbåge,0.179,high,140432,3.16,small,11,2.25,2025-10-14
Steel,Polished,25.4,1.255,H-profil,0.099,low,157904,3.75,small,4,1.94,2025-09-13
Lead,Blackening,38.5,1.505,Karmprofil,0.193,low,133114,3.04,micro,9,2.38,2025-01-12
Tin,Anodized,31.2,1.39,Baslister,0.068,high,151624,3.49,micro,2,2.05,2025-03-19
Brass,Brushed,30.4,1.45,Distansprofil,0.053,high,115869,3.4,medium,10,2.69,2025-06-21
Zinc,Electroplated,19.6,0.911,Karmprofil,0.186,medium,117910,2.56,medium,2,2.65,2025-04-06
Brass,Phosphated,36.1,1.704,Karmlist,0.06,medium,35735,2.67,small,3,4.1,2025-11-02
Titanium,Polished,25.6,1.601,Pärlspont,0.199,medium,133805,3.01,small,9,2.37,2025-09-30
Brass,Electroplated,19.5,1.57,Karmprofil,0.193,high,85631,3.95,micro,10,3.22,2025-06-28
Tin,Blackening,16.0,1.587,Innerbåge,0.071,high,61242,2.78,micro,8,3.65,2025-03-05
Nickel,Powder coated,28.7,1.687,Tätningslist,0.131,high,91935,3.68,large,4,3.11,2025-05-12
Tin,Hot-dip galvanized,27.9,1.333,Mittpost,0.078,medium,61359,4.1,micro,8,3.65,2025-12-09
Brass,Brushed,32.4,1.02,Kantskydd,0.114,high,89857,3.81,small,7,3.15,2025-09-29
Tin,Wet painted,36.3,1.399,Täckprofil,0.059,low,145757,2.94,medium,3,2.16,2025-11-15
Aluminium,Electroplated,17.6,1.514,Ventilationslister,0.084,high,84689,3.99,large,4,3.24,2025-11-28
Titanium,Powder coated,32.7,1.509,Anslagslist,0.104,high,85314,2.7,micro,12,3.23,2025-12-07
Lead,Phosphated,20.1,1.312,Isolerprofil,0.116,high,65126,3.29,micro,11,3.58,2025-04-19
Nickel,Plasma sprayed,35.6,0.9,Skarvprofil,0.197,high,62597,3.96,small,11,3.63,2025-09-30
Zinc,Wet painted,34.7,1.175,F-profil,0.171,high,76190,3.57,large,6,3.39,2025-06-17
Iron,Blackening,28.2,1.676,Avvattningsprofil,0.161,low,53622,3.21,micro,11,3.79,2025-06-29
Lead,Plasma sprayed,32.2,1.37,Glaskil,0.131,low,68039,3.02,medium,5,3.53,2025-02-27
Iron,Phosphated,23.0,1.328,Dekorlist,0.176,high,42019,3.15,small,3,3.99,2025-03-20
Titanium,Powder coated,26.6,1.082,Ventilationslister,0.101,medium,111853,3.36,large,5,2.76,2025-03-02
Nickel,Polished,34.7,1.173,Isolerprofil,0.156,high,40614,3.06,micro,9,4.02,2025-05-01
Copper,Plasma sprayed,26.4,1.653,Spröjsprofil,0.199,high,126131,4.09,micro,6,2.5,2025-07-26
Zinc,Blackening,24.0,1.444,Hakprofil,0.097,high,107464,4.03,large,6,2.83,2025-02-03
Aluminium,Wet painted,27.2,1.554,Ytterram,0.151,medium,139958,3.93,small,11,2.26,2025-03-11
Copper,Anodized,34.9,1.251,Fönsterbåge,0.177,medium,109328,3.22,large,4,2.8,2025-01-17
Titanium,Chrome plated,23.5,1.411,Ytterram,0.187,medium,68413,3.65,large,9,3.52,2025-01-20
Lead,Electroplated,19.7,1.063,Isolerprofil,0.158,low,149474,3.99,small,7,2.09,2025-11-11
Aluminium,Polished,32.2,1.48,L-profil,0.093,medium,47657,3.9,micro,3,3.89,2025-03-10
Tin,Plasma sprayed,34.8,1.227,Kopplingsprofil,0.099,low,131165,3.21,medium,3,2.41,2025-08-03
Brass,Hot-dip galvanized,18.1,1.24,Z-profil,0.053,low,52665,2.73,small,10,3.8,2025-06-10
Aluminium,Electroplated,21.3,1.429,Rörprofil,0.164,medium,71329,2.67,medium,8,3.47,2025-04-12
Titanium,Anodized,19.0,1.69,Doldbeslag,0.056,medium,34037,3.47,micro,11,4.13,2025-07-25
Steel,Phosphated,23.8,0.896,Innerbåge,0.18,medium,106932,3.57,large,10,2.84,2025-05-25
Brass,Chrome plated,26.1,1.588,Ytterram,0.068,low,117774,3.9,medium,7,2.65,2025-02-26
Iron,Powder coated,33.1,1.104,Kopplingsprofil,0.076,high,110518,3.02,micro,6,2.78,2025-03-24
Zinc,Anodized,30.8,1.242,Spröjsprofil,0.121,medium,156906,2.82,micro,2,1.96,2025-09-26
Iron,Anodized,30.1,0.857,Skarvprofil,0.161,medium,59799,3.15,large,7,3.68,2025-07-06
Aluminium,Phosphated,23.9,1.111,Kantskydd,0.071,medium,142327,3.11,large,7,2.22,2025-01-06
Iron,Brushed,35.2,1.295,Foglist,0.116,low,142702,2.76,micro,4,2.21,2025-12-19
Titanium,Phosphated,26.6,0.888,L-profil,0.122,low,160992,3.62,micro,4,1.89,2025-12-16
Tin,Brushed,38.4,1.285,Dekorlist,0.082,high,139730,3.36,medium,4,2.26,2025-04-20
Lead,Brushed,30.4,1.682,Kopplingsprofil,0.067,medium,78457,3.7,micro,4,3.35,2025-05-18
Zinc,Polished,18.6,0.933,Skarvprofil,0.175,low,88547,3.11,micro,8,3.17,2025-02-20
Iron,Polished,31.4,1.533,Distansprofil,0.125,high,160711,3.07,medium,11,1.89,2025-02-20
Iron,Wet painted,23.2,1.21,Innerbåge,0.052,medium,73334,3.3,small,12,3.44,2025-03-28
Aluminium,Plasma sprayed,31.6,1.434,Rörprofil,0.17,low,32594,3.95,medium,3,4.16,2025-03-09
Lead,Plasma sprayed,17.3,1.074,Spröjsprofil,0.197,medium,130372,2.61,medium,11,2.43,2025-03-25
Copper,Blackening,19.8,0.983,Distansprofil,0.141,medium,56896,3.83,large,11,3.73,2025-02-11
Iron,Powder coated,35.5,0.983,Tätningslist,0.126,low,130485,3.14,medium,3,2.43,2025-08-07
Titanium,Plasma sprayed,21.0,0.901,Tätningslist,0.182,low,43734,3.91,micro,4,3.96,2025-02-26
Steel,Polished,35.1,1.006,Droppnäsa,0.193,low,90682,3.83,micro,11,3.13,2025-08-14
Zinc,Wet painted,22.2,1.442,Droppnäsa,0.163,medium,70398,3.1,micro,8,3.49,2025-07-15
Iron,Wet painted,30.6,1.64,Karmprofil,0.117,medium,36955,3.65,small,4,4.08,2025-09-05
Titanium,Brushed,31.8,1.579,Doldbeslag,0.139,high,115329,2.8,micro,8,2.69,2025-06-15
Titanium,Blackening,27.6,1.461,Stödprofil,0.155,medium,78528,3.98,small,10,3.35,2025-03-03
Zinc,Phosphated,22.8,0.938,Glashållare,0.079,low,36071,3.19,micro,12,4.1,2025-09-20
Copper,Powder coated,20.6,1.101,Bottenlist,0.117,medium,106399,3.27,medium,11,2.85,2025-04-22
Titanium,Brushed,16.5,1.119,Anslagslist,0.174,high,153111,3.67,large,12,2.03,2025-09-10
Steel,Phosphated,22.8,1.065,Kantskydd,0.148,high,89099,3.86,micro,5,3.16,2025-07-18
Titanium,Plasma sprayed,30.8,1.306,Avvattningsprofil,0.112,low,94557,2.93,small,8,3.06,2025-06-27
Titanium,Blackening,37.4,1.325,Tätningslist,0.15,low,49858,3.6,small,10,3.85,2025-01-26
Titanium,Brushed,35.9,1.162,Kilspår,0.068,high,131768,3.17,large,9,2.4,2025-09-03
Tin,Electroplated,33.5,1.159,Glaskil,0.11,high,90736,3.14,micro,9,3.13,2025-01-19
Tin,Plasma sprayed,34.0,1.592,Avvattningsprofil,0.169,high,140079,3.65,medium,10,2.26,2025-09-22
Copper,Phosphated,31.1,1.556,Distansprofil,0.083,low,157191,3.17,micro,6,1.95,2025-11-13
Iron,Powder coated,21.7,1.118,T-profil,0.078,high,156025,3.1,micro,6,1.97,2025-01-20
Titanium,Phosphated,36.7,1.669,Kilspår,0.193,high,124403,3.88,large,4,2.53,2025-04-16
Lead,Brushed,31.2,1.705,Baslister,0.081,low,155700,2.71,micro,6,1.98,2025-08-25
Iron,Brushed,28.7,1.135,Clipsprofil,0.089,medium,64676,3.62,medium,9,3.59,2025-11-02
Copper,Anodized,18.3,1.16,Skruvkanal,0.195,medium,151454,2.95,small,6,2.06,2025-09-03
Nickel,Powder coated,26.1,1.298,Ytterram,0.16,high,119758,2.57,large,5,2.62,2025-03-22
Iron,Hot-dip galvanized,26.4,1.694,Ytterram,0.155,medium,110224,2.82,medium,9,2.78,2025-05-30
Iron,Plasma sprayed,35.7,1.635,Innerbåge,0.178,medium,61632,3.51,small,8,3.64,2025-01-10
Brass,Wet painted,28.4,0.931,Kantskydd,0.067,medium,79037,3.68,large,7,3.34,2025-11-17
Aluminium,Powder coated,24.5,1.195,Anslagslist,0.156,medium,121331,2.58,large,6,2.59,2025-08-12
Brass,Wet painted,38.3,1.341,Mittpost,0.126,high,106270,2.61,small,6,2.85,2025-09-21
Steel,Powder coated,18.3,1.295,Kantprofil,0.174,medium,84252,3.99,small,11,3.24,2025-05-29
Tin,Powder coated,25.5,1.014,Skenprofil,0.126,medium,53291,2.67,medium,3,3.79,2025-10-05
Tin,Phosphated,16.7,1.619,Bottenlist,0.143,low,59772,3.97,micro,5,3.68,2025-10-01
Aluminium,Powder coated,32.9,1.454,T-profil,0.122,high,92246,2.91,micro,9,3.1,2025-07-13
Zinc,Anodized,37.0,1.6,U-profil,0.122,low,137866,3.73,micro,9,2.3,2025-06-21
Zinc,Hot-dip galvanized,22.2,1.619,U-profil,0.165,low,59149,3.04,micro,12,3.69,2025-09-22
Copper,Brushed,35.6,1.519,Ramlist,0.144,high,33841,3.92,micro,2,4.14,2025-11-06
Aluminium,Chrome plated,22.5,1.237,Sidoprofil,0.145,medium,35065,3.66,medium,3,4.11,2025-01-26
Iron,Wet painted,36.8,1.393,Stödprofil,0.118,low,75374,3.19,large,6,3.4,2025-12-16
Zinc,Brushed,33.2,0.983,Ytterram,0.13,high,135095,2.67,medium,10,2.35,2025-12-22
Titanium,Chrome plated,34.4,1.451,Foglist,0.162,medium,61583,3.71,medium,11,3.65,2025-01-26
Lead,Hot-dip galvanized,16.1,1.001,Glasningslist,0.174,high,133687,3.53,medium,12,2.37,2025-02-03
Iron,Hot-dip galvanized,38.0,1.469,Anslagslist,0.154,low,152344,2.55,large,12,2.04,2025-09-21
Steel,Wet painted,32.5,1.046,Mittpost,0.189,medium,132461,2.56,medium,8,2.39,2025-05-18
Titanium,Wet painted,22.8,0.944,Skruvkanal,0.173,medium,33069,3.84,medium,11,4.15,2025-10-31
Titanium,Hot-dip galvanized,34.9,0.988,Glashållare,0.134,high,50106,2.96,large,6,3.85,2025-07-02
Aluminium,Chrome plated,22.2,0.839,Glashållare,0.151,medium,122818,3.56,medium,2,2.56,2025-12-29
Copper,Powder coated,35.9,1.492,Fönsterbleck,0.189,low,35272,3.27,micro,7,4.11,2025-08-30
Steel,Plasma sprayed,18.3,1.504,Droppnäsa,0.143,low,50556,3.92,small,9,3.84,2025-02-23
Zinc,Blackening,32.0,1.306,Sidoprofil,0.174,low,136203,4.01,medium,8,2.33,2025-06-17
Aluminium,Electroplated,28.2,0.984,Fönsterbåge,0.153,high,157874,4.13,small,3,1.94,2025-04-29
Zinc,Blackening,18.0,0.913,T-profil,0.133,medium,50953,2.79,medium,6,3.83,2025-05-23
Aluminium,Brushed,21.3,0.855,Kilspår,0.086,medium,135879,3.92,medium,12,2.33,2025-03-22
Aluminium,Phosphated,16.0,0.988,Fönsterbleck,0.114,medium,118969,2.97,micro,5,2.63,2025-09-02
Aluminium,Brushed,26.6,1.649,Z-profil,0.195,low,71639,3.49,large,10,3.47,2025-12-18
Copper,Phosphated,22.7,1.057,Hakprofilslist,0.149,medium,58057,3.35,small,11,3.71,2025-12-24
Aluminium,Chrome plated,29.6,1.16,Ytterram,0.135,low,135676,2.58,large,2,2.33,2025-03-03
Nickel,Phosphated,22.6,0.933,Anslagslist,0.19,medium,74699,4.03,micro,7,3.41,2025-02-15
Lead,Wet painted,22.7,1.04,Vinkellist,0.138,low,76313,2.67,micro,4,3.38,2025-03-28
Zinc,Plasma sprayed,32.9,1.31,L-profil,0.129,medium,129905,3.64,small,12,2.44,2025-04-09
Iron,Plasma sprayed,16.8,1.391,Isolerprofil,0.164,high,47006,3.8,large,10,3.9,2025-10-22
Brass,Wet painted,36.6,1.061,Kilspår,0.157,high,70531,3.81,micro,6,3.49,2025-02-22
Steel,Anodized,35.5,0.89,Skarvprofil,0.079,low,60209,2.77,medium,7,3.67,2025-07-11
Tin,Blackening,31.2,1.193,Spröjsprofil,0.121,low,138054,3.26,medium,12,2.29,2025-03-21
Copper,Chrome plated,29.5,1.051,Stödprofil,0.121,medium,158077,3.87,medium,10,1.94,2025-01-16
Iron,Blackening,36.4,1.037,Doldbeslag,0.107,medium,108931,3.03,large,10,2.81,2025-12-26
Titanium,Anodized,20.0,1.711,Vinkellist,0.128,high,89872,3.29,medium,9,3.14,2025-11-22
Nickel,Anodized,17.6,1.399,Hakprofilslist,0.112,medium,118179,2.98,medium,10,2.64,2025-07-13
Tin,Brushed,21.3,1.344,Täckprofil,0.08,low,96067,3.29,micro,5,3.04,2025-05-21
Brass,Hot-dip galvanized,34.1,1.216,Ramlist,0.112,low,58769,3.96,micro,7,3.69,2025-04-18
Iron,Brushed,16.5,1.228,Fönsterbleck,0.061,low,33613,3.27,medium,6,4.14,2025-10-30
Tin,Hot-dip galvanized,29.2,1.33,Ytterram,0.136,low,40147,3.43,medium,6,4.02,2025-09-22
Iron,Electroplated,38.8,1.472,Foglist,0.178,low,82522,3.19,micro,5,3.27,2025-10-17
Nickel,Phosphated,35.5,1.477,Hakprofil,0.159,high,107002,3.28,small,3,2.84,2025-07-28
Brass,Hot-dip galvanized,27.8,0.994,Mittpost,0.104,high,42230,2.57,large,7,3.99,2025-06-14
Titanium,Blackening,17.2,1.293,Kantskydd,0.063,low,35585,3.0,large,10,4.1,2025-12-08
Aluminium,Wet painted,35.0,1.212,Droppnäsa,0.08,medium,155937,3.24,micro,2,1.98,2025-11-16
Zinc,Brushed,29.6,1.63,Vinkellist,0.132,low,68163,3.56,large,8,3.53,2025-06-01
Titanium,Chrome plated,18.4,1.412,U-profil,0.081,high,49004,3.27,micro,7,3.87,2025-10-17
Aluminium,Phosphated,17.9,1.322,Hakprofilslist,0.132,low,51005,3.09,micro,4,3.83,2025-09-25
Copper,Electroplated,36.8,0.942,Pärlspont,0.085,high,32855,3.17,micro,2,4.15,2025-05-31
Lead,Hot-dip galvanized,31.2,1.389,Kopplingsprofil,0.177,high,53623,2.94,micro,5,3.79,2025-07-26
Steel,Electroplated,34.9,0.944,Baslister,0.11,low,103268,4.02,small,10,2.91,2025-09-12
Steel,Chrome plated,36.1,1.144,Fönsterbleck,0.087,low,99222,3.38,medium,3,2.98,2025-12-19
Zinc,Anodized,29.0,0.967,Bottenlist,0.172,medium,86215,2.57,medium,4,3.21,2025-05-21
Brass,Plasma sprayed,27.7,1.468,Karmprofil,0.101,high,141843,2.58,small,3,2.23,2025-12-09
Nickel,Chrome plated,25.7,1.025,H-profil,0.067,medium,42919,4.1,large,3,3.98,2025-12-24
Brass,Polished,23.1,1.194,Kilspår,0.136,low,104690,2.9,large,11,2.88,2025-04-06
Nickel,Chrome plated,25.8,1.653,Avvattningsprofil,0.137,high,140800,3.83,medium,12,2.24,2025-08-15
Brass,Electroplated,33.6,1.023,Fönsterbåge,0.157,medium,146637,2.64,large,12,2.14,2025-07-12
Lead,Wet painted,29.7,1.3,Fönsterbleck,0.086,medium,91574,4.01,medium,9,3.11,2025-10-30
Copper,Brushed,36.4,1.219,L-profil,0.117,medium,105473,3.94,medium,4,2.87,2025-11-10
Copper,Wet painted,26.0,0.854,Doldbeslag,0.092,low,53525,3.46,small,8,3.79,2025-04-28
Aluminium,Electroplated,29.8,1.559,Hakprofil,0.062,low,143566,2.56,large,9,2.2,2025-01-05
Tin,Brushed,30.3,0.9,Isolerprofil,0.181,low,59039,2.96,small,4,3.69,2025-12-18
Copper,Polished,29.4,1.269,Rörprofil,0.159,high,80008,3.2,medium,3,3.32,2025-08-31
Copper,Plasma sprayed,32.0,1.348,Mittpost,0.095,low,160341,3.28,medium,9,1.9,2025-01-21
Titanium,Phosphated,21.2,1.41,Skruvkanal,0.14,high,85319,3.02,medium,4,3.23,2025-06-01
Titanium,Blackening,27.6,1.464,Hakprofilslist,0.08,medium,108454,2.6,micro,8,2.82,2025-05-08
Aluminium,Electroplated,18.1,1.068,Fönsterbleck,0.184,medium,134397,3.49,micro,2,2.36,2025-05-04
Tin,Hot-dip galvanized,24.6,0.846,Karmprofil,0.067,low,39673,3.38,micro,7,4.03,2025-05-26
Zinc,Electroplated,27.0,1.496,Ytterram,0.051,medium,67581,3.0,small,10,3.54,2025-10-04
Titanium,Electroplated,30.8,1.325,Fönsterbleck,0.125,low,52487,2.61,medium,4,3.81,2025-11-06
Zinc,Brushed,37.7,1.599,Ventilationslister,0.137,high,100163,4.13,large,8,2.96,2025-06-01
Iron,Powder coated,29.6,1.585,Skenprofil,0.137,medium,130227,3.32,small,7,2.43,2025-12-26
Titanium,Chrome plated,32.9,1.605,Hakprofil,0.058,low,139413,3.75,small,9,2.27,2025-04-21
Lead,Powder coated,27.4,1.279,Korsprofil,0.097,medium,116385,3.27,small,4,2.68,2025-04-26
Tin,Polished,30.4,1.141,Baslister,0.125,medium,150296,2.62,large,4,2.08,2025-07-07
